situacao_setor,tipo_setor,metragem,valor_mm,valor_m2,v001,v002,v003,v004,v005,v006,v007,v008,v009,v010,v011,v012,bairro,quartos,banheiros,vagas,rua,cep,setor_censo,nome_do_distrito,sub_regiões,setor,sub_setor,divisao_sub_setor,quant_dom_part,quant_mor,valor_anuncio
1.0,0.0,-0.248,0.37982430510460163,1.4631825687990825,1.2476190476190476,0.48534201954397393,-1.6600000000000001,-1.2424242424242424,0.4683425765429063,-0.00824218220491256,0.3228154478976897,-0.020105851002146315,0.7799226943173673,0.09407722770657477,0.5367082365460232,-0.00011735625750727582,0.0008957362952346829,0.45234682909351487,0.21121461841633823,0.2699749193837334,0.00017914725904693657,0.00017914725904693657,0.00017914725904693657,0.03815836617699749,0.37244715155858116,0.135614475098531,0.13006091006807596,0.1082049444643497,0.443568613400215,0.43031171623074166,14.731801689838349
1.0,0.0,-0.016,0.03821728533655066,0.0740163407382984,0.8095238095238095,0.7198697068403909,-0.41999999999999993,-0.8030303030303029,1.0366153396612474,18.774185792076462,1.6233930153877263,13.780455842584008,1.3236861359722705,17.853464611494346,2.2645505391972387,20.757429415322303,0.004836975994267288,0.45234682909351487,0.14905051952705123,0.20440702257255464,0.00035829451809387314,0.00035829451809387314,0.0007165890361877463,0.011644571838050878,0.37244715155858116,0.20154066642780366,0.14905051952705123,0.1082049444643497,0.443568613400215,0.43031171623074166,14.346139397261565
1.0,0.0,0.18,-0.19663754075398437,-0.586704493198265,0.8761904761904762,0.9022801302931596,-0.16000000000000014,-0.9545454545454545,-0.12772065228094243,-0.14668794190414705,-0.19563551604577978,-0.14403845553247305,-0.20533305741757624,-0.18347439712482336,-0.23100740990669485,-0.18588164971017068,0.0005374417771408098,0.2998925116445718,0.14905051952705123,0.20440702257255464,0.00017914725904693657,0.00017914725904693657,0.00017914725904693657,0.003403797921891795,0.049086348978860626,0.1759226083840917,0.11698316015764959,0.0802579720530276,0.443568613400215,0.43031171623074166,13.955273369904273
1.0,0.0,-0.48,-0.45284280558002254,-0.5325938067254843,0.6190476190476191,0.7035830618892508,-0.020000000000000462,0.4242424242424247,-0.7191498595001781,-0.28813479805921155,-0.6416679755365583,-0.2800266968653441,-0.7735556918710782,-0.3448169460064355,-0.6908965857330097,-0.3290146841185898,0.00017914725904693657,0.45234682909351487,0.21121461841633823,0.2699749193837334,0.00017914725904693657,0.00017914725904693657,0.00017914725904693657,0.005553565030455034,0.08563238982443569,0.135614475098531,0.0807954138301684,0.09082766033679684,0.443568613400215,0.43031171623074166,13.217675375388819
1.0,0.0,-0.3,-0.5083539462923309,-0.9238556935286687,0.19047619047619047,0.6058631921824105,0.96,0.22727272727272785,-0.6143514804317454,-0.28423882201966,-0.6386820633193857,-0.27536246872691034,-0.7610581861987922,-0.341395719945745,-0.7243125397422754,-0.32338593402342586,0.00017914725904693657,0.2998925116445718,0.1934790397706915,0.20440702257255464,0.00017914725904693657,0.00017914725904693657,0.00017914725904693657,0.0026872088857040487,0.08563238982443569,0.09709781440343963,0.06234324614833393,0.1082049444643497,0.443568613400215,0.43031171623074166,12.948012371209098
1.0,0.0,0.18,0.26538595348230465,0.22395683737394978,0.2857142857142857,0.4560260586319218,0.2400000000000002,-0.212121212121212,-0.45907271689958234,-0.23612476240397678,-0.4559503155401821,-0.22750523834728825,-0.5780447426962388,-0.2926571323012204,-0.5145226384977745,-0.2757782776912486,0.0005374417771408098,0.45234682909351487,0.14905051952705123,0.20440702257255464,0.00017914725904693657,0.00017914725904693657,0.00017914725904693657,0.0017914725904693658,0.049086348978860626,0.04084557506270154,0.11698316015764959,0.11393765675385166,0.443568613400215,0.43031171623074166,14.618409050511913
1.0,0.0,2.068,0.46522606004661443,-0.6622092812975897,-0.8095238095238095,-0.5895765472312704,0.9799999999999995,0.3939393939393943,-0.6610020627100287,-0.29420911834987995,-0.6826786691845222,-0.28531219380121553,-0.76735128263874,-0.3521753064910958,-0.7590651319119116,-0.33516309064067906,0.012361160874238624,0.004836975994267288,0.03959154424937299,0.09620207810820494,0.0010748835542816195,0.0010748835542816195,0.0010748835542816195,0.0035829451809387316,0.37244715155858116,0.04084557506270154,0.11698316015764959,0.11393765675385166,0.42672877104980295,0.2076316732353995,14.80876270134486
1.0,0.0,1.4,1.1014691343646095,0.10834091060500038,-0.34285714285714286,-0.03257328990228013,0.9799999999999995,2.1969696969696977,0.8243775405677513,0.6765543623792807,0.6511323715009445,0.6498617460933053,0.6481593709120739,0.5064875087538574,0.5624235975032118,0.43880581328186175,0.012182013615191688,0.45234682909351487,0.21121461841633823,0.20440702257255464,0.00017914725904693657,0.00017914725904693657,0.0017914725904693658,0.03815836617699749,0.37244715155858116,0.135614475098531,0.09118595485489071,0.11393765675385166,0.42672877104980295,0.34127552848441417,15.248211530561777
1.0,0.0,-0.58,-0.3204700854199028,0.3089598066693727,-0.7333333333333333,-0.5732899022801303,0.5800000000000001,-0.48484848484848464,-0.021940422805129454,-0.07533125926569811,-0.08045496558697557,-0.074576949759914,-0.2057432357527696,-0.13507390947606715,-0.1705342659520627,-0.12919312918474982,0.004299534217126478,0.45234682909351487,0.1934790397706915,0.07900394123969903,0.0012540308133285561,0.0012540308133285561,0.0017914725904693658,0.0293801504836976,0.37244715155858116,0.10784664994625583,0.14905051952705123,0.09853099247581512,0.42672877104980295,0.2076316732353995,13.664688831019712
1.0,0.0,-0.02,-0.4101419281090162,-0.863917702358819,0.8476190476190476,1.4723127035830619,1.1399999999999997,0.8333333333333338,-0.6906332539307635,-0.29191016714935153,-0.713117071837294,-0.28241906926956356,-0.8339997191571759,-0.3502045754213848,-0.8040332732062446,-0.33089245503204273,0.00017914725904693657,0.2998925116445718,0.1816553206735937,0.20440702257255464,0.00017914725904693657,0.00017914725904693657,0.00017914725904693657,0.0007165890361877463,0.009853099247581511,0.12809029021855967,0.11698316015764959,0.09566463633106413,0.443568613400215,0.43031171623074166,13.384729180332174
1.0,0.0,-0.54,-0.47846333206262637,-0.5305126264765311,0.2571428571428571,0.4592833876221498,0.33999999999999986,0.5909090909090912,-0.5080461659468166,-0.2708043620302816,-0.5571031584900298,-0.26229493775986407,-0.6133163842225458,-0.32395940306080506,-0.6344670966402367,-0.3095005769745352,0.0016123253314224292,0.13292726621282694,0.10014331780723755,0.09190254389107846,0.00017914725904693657,0.00017914725904693657,0.00017914725904693657,0.007882479398065209,0.049086348978860626,0.08437835901110713,0.09118595485489071,0.1082049444643497,0.443568613400215,0.43031171623074166,13.102162710901053
1.0,0.0,-0.34,-0.05358960122611297,0.5150968150710279,0.13333333333333333,0.28664495114006516,0.21999999999999975,0.6212121212121215,0.32002460536207017,0.18218658720490905,0.4567643481695245,0.16179187902266765,0.31733761002756683,1.3502670420227783,0.5634980988593157,1.7036754343198115,0.02185596560372626,0.13292726621282694,0.1934790397706915,0.09190254389107846,0.0005374417771408098,0.0005374417771408098,0.004657828735220351,0.07273378717305626,0.33715514152633463,0.1759226083840917,0.15048369759942673,0.08939448226442136,0.443568613400215,0.43031171623074166,14.210926003619385
1.0,0.0,-0.02,-0.4101419281090162,-0.863917702358819,0.0,0.20521172638436483,0.41999999999999993,-0.2727272727272723,-0.7101629026898841,-0.28636276201063715,-0.6856172931991603,-0.2761223398028591,-0.7722069072553525,-0.3448623955036692,-0.7637109227994134,-0.3264493821317364,0.00017914725904693657,0.45234682909351487,0.10014331780723755,0.07900394123969903,0.00017914725904693657,0.00017914725904693657,0.00017914725904693657,0.005911859548548907,0.33715514152633463,0.08437835901110713,0.09924758151200287,0.1082049444643497,0.42672877104980295,0.43031171623074166,13.384729180332174
1.0,0.0,-0.58,-0.45284280558002254,-0.32447578183017334,0.12380952380952381,0.24429967426710097,0.1200000000000001,-0.121212121212121,-0.5792234885207872,-0.2456280239336349,-0.5488243453177563,-0.23076723464765772,-0.6192214741292025,-0.29052088154694566,-0.5685280110045551,-0.2693304760167525,0.0017914725904693658,0.45234682909351487,0.21121461841633823,0.2699749193837334,0.00017914725904693657,0.00017914725904693657,0.00017914725904693657,0.01988534575420996,0.37244715155858116,0.1759226083840917,0.15048369759942673,0.0802579720530276,0.443568613400215,0.43031171623074166,13.217675375388819
1.0,0.0,-0.54,-0.21798797948948748,0.6120553301987253,-1.6285714285714286,-1.6058631921824105,0.05999999999999961,-0.15151515151515133,-0.4834042583071225,-0.28242753611914456,-0.532531870680277,-0.2743630185340793,-0.562627949773478,-0.32643481098406746,-0.5507598074202884,-0.31666511520477714,0.0017914725904693658,0.45234682909351487,0.1934790397706915,0.2699749193837334,0.00017914725904693657,0.00017914725904693657,0.00017914725904693657,0.005553565030455034,0.08563238982443569,0.08437835901110713,0.13006091006807596,0.11393765675385166,0.10587603009673952,0.020781082049444642,13.910821646859095
1.0,0.0,0.988,0.5869235608389824,-0.11179740180767449,-0.4380952380952381,-0.34201954397394135,0.16000000000000014,0.16666666666666718,0.20407841779155442,0.15839478694240805,0.1064871210821665,0.15568004900335805,-0.08945952537562732,0.09613381918137053,0.10313136687473226,0.15893307918614105,0.0025080616266571123,0.2998925116445718,0.09243998566821927,0.20440702257255464,0.00035829451809387314,0.00035829451809387314,0.0005374417771408098,0.02185596560372626,0.33715514152633463,0.12809029021855967,0.06234324614833393,0.11393765675385166,0.42672877104980295,0.34127552848441417,14.90911063981716
1.0,0.0,0.052,0.03821728533655066,-0.02254933377309547,0.06666666666666667,0.36156351791530944,0.6799999999999997,-0.212121212121212,0.3475769284240379,0.07818459009969032,0.2431905591516304,0.06740083333595968,0.04526003828331129,0.005571267620029441,0.07926913144473717,-0.0026315406088969345,0.0023289143676101754,0.45234682909351487,0.09243998566821927,0.20440702257255464,0.0005374417771408098,0.0005374417771408098,0.0005374417771408098,0.011107130060910068,0.049086348978860626,0.08437835901110713,0.0807954138301684,0.08939448226442136,0.42672877104980295,0.43031171623074166,14.346139397261565
1.0,0.0,0.4,0.6360295699306399,0.5144450452830372,-0.21904761904761905,-0.0781758957654723,0.2599999999999998,0.3030303030303033,0.5814857080796291,0.9695833969257275,1.0775436046686968,1.1152890671664475,0.5086506980422298,0.7867144535423725,1.075664101532592,0.9458619324595346,0.012361160874238624,0.2998925116445718,0.03959154424937299,0.20440702257255464,0.0005374417771408098,0.0005374417771408098,0.0005374417771408098,0.0293801504836976,0.37244715155858116,0.04084557506270154,0.11698316015764959,0.09853099247581512,0.42672877104980295,0.34127552848441417,14.946912992035967
1.0,0.0,3.76,3.027278708306996,0.18806927864421982,-1.1428571428571428,-1.1563517915309447,-0.41999999999999993,1.151515151515152,5.118760887760206,8.683586344954836,4.298121838053831,8.296882739458837,4.278888010228591,9.577110115331797,3.912591650553472,8.733896956099734,0.016660695091365103,0.2998925116445718,0.1816553206735937,0.09620207810820494,0.00017914725904693657,0.00017914725904693657,0.002149767108563239,0.09566463633106413,0.33715514152633463,0.20154066642780366,0.0807954138301684,0.0802579720530276,0.10587603009673952,0.2076316732353995,15.978833698567334
1.0,0.0,0.26,-0.3076598221786009,-0.823178598985562,-0.12380952380952381,-0.013029315960912053,0.13999999999999968,0.030303030303030335,-0.5602189247707823,-0.2551488181606148,-0.593236411819445,-0.24573927961445458,-0.6818752910048999,-0.32074794448421856,-0.6848830117182937,-0.3028823861682675,0.0010748835542816195,0.073450376209244,0.1816553206735937,0.09620207810820494,0.00017914725904693657,0.00017914725904693657,0.00017914725904693657,0.0014331780723754925,0.08563238982443569,0.04084557506270154,0.11698316015764959,0.1082049444643497,0.42672877104980295,0.34127552848441417,13.698977865303197
1.0,0.0,-0.3,-0.45284280558002254,-0.761523634110326,0.6285714285714286,0.9478827361563518,0.54,1.424242424242425,-0.6993918280419253,-0.28793310246496545,-0.6856054711485268,-0.2785256943847396,-0.7475481682396328,-0.3449839545728095,-0.7495659170246175,-0.3272875518773997,0.00035829451809387314,0.45234682909351487,0.21121461841633823,0.20440702257255464,0.00017914725904693657,0.00017914725904693657,0.00017914725904693657,0.017198136868505912,0.37244715155858116,0.08437835901110713,0.06234324614833393,0.11393765675385166,0.443568613400215,0.43031171623074166,13.217675375388819
1.0,0.0,0.28,0.01686684660104746,-0.3071859766850244,-0.4380952380952381,-0.36156351791530944,0.05999999999999961,-0.0757575757575755,-0.6299381116502939,-0.2630667368224602,-0.5474360988004962,-0.24867141096521653,-0.7126645332466169,-0.31663524172884805,-0.5967427555509416,-0.29360977176191144,0.00017914725904693657,0.2998925116445718,0.09243998566821927,0.16069509136510213,0.00017914725904693657,0.00017914725904693657,0.00017914725904693657,0.005553565030455034,0.08563238982443569,0.135614475098531,0.11698316015764959,0.11519168756718022,0.42672877104980295,0.34127552848441417,14.316286451937186
1.0,0.0,-0.58,-0.4976787269245792,-0.5390265456767938,0.5523809523809524,0.6091205211726385,-0.08000000000000007,-0.1666666666666665,-0.4744036375746582,-0.2376997081911069,-0.5087898152792526,-0.22899877563167695,-0.5420636035090571,-0.29511848964833126,-0.5788343996158788,-0.282264208480284,0.0008957362952346829,0.13292726621282694,0.10014331780723755,0.09190254389107846,0.00017914725904693657,0.00017914725904693657,0.00017914725904693657,0.010390541024722321,0.37244715155858116,0.10784664994625583,0.06234324614833393,0.09978502328914368,0.443568613400215,0.43031171623074166,13.005831808336863
1.0,0.0,-0.52,-0.5062189024187805,-0.6841037288492705,-0.1619047619047619,0.1465798045602606,0.8399999999999999,0.46969696969696983,-0.6092860692843272,-0.2820490586839653,-0.6343298598218442,-0.27310688997896576,-0.7170102064194755,-0.3393100816623761,-0.7115664620615373,-0.3223214908571502,0.0005374417771408098,0.13292726621282694,0.10014331780723755,0.2699749193837334,0.00017914725904693657,0.00017914725904693657,0.00035829451809387314,0.001970619849516302,0.009853099247581511,0.08437835901110713,0.13006091006807596,0.11519168756718022,0.42672877104980295,0.43031171623074166,12.959846800844963
1.0,0.0,-0.54,-0.47419324431552573,-0.5117820042359531,0.0761904761904762,0.2280130293159609,0.2400000000000002,0.6060606060606066,-0.5474841493080634,-0.2591846798594195,-0.5854456804519015,-0.2502096102103659,-0.644970326738454,-0.31529517686303693,-0.6458142462269171,-0.2985355277272205,0.00017914725904693657,0.13292726621282694,0.21121461841633823,0.2699749193837334,0.00017914725904693657,0.00017914725904693657,0.00017914725904693657,0.0007165890361877463,0.049086348978860626,0.135614475098531,0.15048369759942673,0.09566463633106413,0.443568613400215,0.43031171623074166,13.122365377402328
1.0,0.0,-0.468,-0.23506833047789005,0.27816162938842237,0.24761904761904763,0.4820846905537459,0.41999999999999993,-0.015151515151514831,0.23915565799159438,0.1802215223649155,0.2522209169713258,0.18241064866133652,0.022925643167020168,0.10160540202427641,0.17557455975291672,0.12959367582379663,0.0017914725904693658,0.45234682909351487,0.10014331780723755,0.16069509136510213,0.0007165890361877463,0.0007165890361877463,0.0073450376209244,0.048907201719813685,0.37244715155858116,0.20154066642780366,0.13006091006807596,0.09978502328914368,0.443568613400215,0.43031171623074166,13.87378040948403
1.0,0.0,0.584,0.9733665019515901,0.7320994677505593,-0.3333333333333333,-0.1237785016286645,0.5800000000000001,0.5909090909090912,1.5322702124110925,1.4141043533685311,1.23542540201607,1.3499094024733107,1.1161654607669962,1.5237778735890195,1.035066637251976,1.4425227684550512,0.02185596560372626,0.073450376209244,0.004478681476173415,0.20440702257255464,0.0014331780723754925,0.0014331780723754925,0.004657828735220351,0.07273378717305626,0.33715514152633463,0.1759226083840917,0.15048369759942673,0.09978502328914368,0.42672877104980295,0.34127552848441417,15.173919972664004
1.0,0.0,0.66,0.2517216726915826,-0.27095971828566456,-1.019047619047619,-0.7850162866449512,1.4000000000000004,0.45454545454545503,0.9715965420083189,1.8806260543486648,2.0545263133514142,2.1538130250375063,1.4849490418086275,17.853464611494346,2.479907603265031,20.757429415322303,0.016660695091365103,0.2998925116445718,0.1816553206735937,0.20440702257255464,0.0035829451809387316,0.0035829451809387316,0.004836975994267288,0.09566463633106413,0.33715514152633463,0.20154066642780366,0.0807954138301684,0.1082049444643497,0.10587603009673952,0.2076316732353995,14.603968372873895
1.0,0.0,0.02,-0.15393666328297798,-0.3677002946930456,0.17142857142857143,0.3355048859934853,0.2400000000000002,0.40909090909090917,-0.5391881965618103,-0.26276136199434635,-0.580252422494998,-0.2539852628989801,-0.6739784342273496,-0.32246132315355264,-0.6702267094044823,-0.305114671896189,0.0010748835542816195,0.2998925116445718,0.1816553206735937,0.20440702257255464,0.00017914725904693657,0.00017914725904693657,0.00017914725904693657,0.011107130060910068,0.08563238982443569,0.09709781440343963,0.13006091006807596,0.0802579720530276,0.443568613400215,0.43031171623074166,14.038654909278163
1.0,0.0,-0.22,-0.15393666328297798,-0.04351644822150372,-0.5142857142857142,-0.3941368078175896,0.28000000000000025,0.16666666666666718,-0.574232252950865,-0.26418654899515054,-0.5111896915578736,-0.2560276545210987,-0.6457685116069382,-0.3197400684699345,-0.5563581152104232,-0.3052610626745415,0.00017914725904693657,0.45234682909351487,0.14905051952705123,0.16069509136510213,0.00017914725904693657,0.00017914725904693657,0.00017914725904693657,0.005911859548548907,0.37244715155858116,0.013077749910426371,0.09369401648154783,0.09853099247581512,0.42672877104980295,0.34127552848441417,14.038654909278163
1.0,0.0,0.832,0.2517216726915826,-0.38030355438308394,-0.5714285714285714,-0.34201954397394135,0.7999999999999998,0.5757575757575764,2.067597307187961,6.300810253069245,2.2798292654622174,6.870685884024681,2.5158195806573196,6.538000823941208,2.606070673120596,6.688116853730236,0.0037620924399856684,0.2998925116445718,0.09243998566821927,0.09620207810820494,0.0005374417771408098,0.0005374417771408098,0.0010748835542816195,0.09566463633106413,0.33715514152633463,0.20154066642780366,0.026155499820852742,0.11519168756718022,0.42672877104980295,0.34127552848441417,14.603968372873895
1.0,0.0,-0.492,-0.5211642095336326,-0.7842274186443601,1.380952380952381,1.6156351791530945,0.20000000000000018,1.3030303030303036,-0.4772359734416731,0.007481702234608281,-0.403320234983764,0.1036148581584555,-0.600903870457552,-0.1457984969063709,-0.5007643493946198,-0.06992508147128267,0.00017914725904693657,0.13292726621282694,0.10014331780723755,0.09190254389107846,0.00017914725904693657,0.00017914725904693657,0.00017914725904693657,0.026872088857040486,0.37244715155858116,0.09709781440343963,0.06234324614833393,0.11393765675385166,0.443568613400215,0.43031171623074166,12.873904582205107
1.0,0.0,-0.404,-0.4101419281090162,-0.4996192625212921,0.4857142857142857,0.5374592833876222,-0.09999999999999964,-0.3787878787878785,-0.3589513031911548,-0.022054935095042683,-0.4064311231647775,-0.008868839920921493,-0.4070262440228517,-0.13042445121482585,-0.4472806550824693,-0.11601153794245174,0.00035829451809387314,0.13292726621282694,0.1816553206735937,0.20440702257255464,0.00017914725904693657,0.00017914725904693657,0.00017914725904693657,0.007882479398065209,0.049086348978860626,0.09709781440343963,0.14905051952705123,0.1082049444643497,0.443568613400215,0.43031171623074166,13.384729180332174
1.0,0.0,0.18,-0.004483592134455649,-0.24955329286786151,-0.5047619047619047,-0.4560260586319218,-0.040000000000000036,0.13636363636363683,0.2643480264958633,2.940472578460957,0.18177500611007016,3.0435472228448894,0.07539521236890928,1.8683134793025555,0.055396514359127555,2.047105654124563,0.0010748835542816195,0.2998925116445718,0.1816553206735937,0.16069509136510213,0.00017914725904693657,0.00017914725904693657,0.00017914725904693657,0.011107130060910068,0.049086348978860626,0.08437835901110713,0.14905051952705123,0.1082049444643497,0.42672877104980295,0.34127552848441417,14.285514812209815
1.0,0.0,-0.02,-0.529704385027834,-1.115657265272187,1.6285714285714286,2.009771986970684,0.41999999999999993,0.6060606060606066,-0.6683064051044943,-0.2903623979100823,-0.6858233346530602,-0.28124836921275387,-0.8052244155882549,-0.3492690332538054,-0.7810145472949299,-0.3307854373922052,0.00017914725904693657,0.13292726621282694,0.1934790397706915,0.2699749193837334,0.00017914725904693657,0.00017914725904693657,0.00017914725904693657,0.0026872088857040487,0.08563238982443569,0.015585811537083483,0.09369401648154783,0.11519168756718022,0.023826585453242566,0.43031171623074166,12.821260987319457
1.0,0.0,-0.54,-0.6321864909582493,-1.2048150271373383,1.2,1.762214983713355,0.8600000000000003,0.8333333333333338,-0.716159412533764,-0.2913954394045517,-0.690943971441786,-0.2829106219573407,-0.8595601114502575,-0.3520515648226685,-0.7963248939124566,-0.3331937323909096,0.00017914725904693657,0.13292726621282694,0.1934790397706915,0.09190254389107846,0.00017914725904693657,0.00017914725904693657,0.00017914725904693657,0.0012540308133285561,0.33715514152633463,0.013077749910426371,0.026155499820852742,0.09566463633106413,0.443568613400215,0.43031171623074166,11.775297421715827
1.0,0.0,-0.58,-0.4549778494535729,-0.3346924848704885,1.380952380952381,1.3941368078175895,-0.20000000000000018,-0.9545454545454545,-0.45130770512908946,-0.2407445651025797,-0.46643816331656296,-0.23286547768665986,-0.4156769420650816,-0.2880464410984868,-0.46504366783892864,-0.2813277170720582,0.0005374417771408098,0.45234682909351487,0.21121461841633823,0.2699749193837334,0.00017914725904693657,0.00017914725904693657,0.00017914725904693657,0.0014331780723754925,0.33715514152633463,0.10784664994625583,0.09118595485489071,0.09566463633106413,0.443568613400215,0.43031171623074166,13.208542908506082
1.0,0.0,-0.3,-0.21798797948948748,-0.0747341519558003,0.6952380952380952,0.6221498371335505,-0.40000000000000036,-0.212121212121212,-0.1615622835190109,-0.10332010209498653,-0.19889333542752513,-0.0972547011754667,-0.09670970459769265,-0.10696113833768289,-0.20284457363838093,-0.11829347653002739,0.025618058043711932,0.45234682909351487,0.21121461841633823,0.16069509136510213,0.0014331780723754925,0.0014331780723754925,0.001970619849516302,0.04138301683984235,0.37244715155858116,0.135614475098531,0.15048369759942673,0.1082049444643497,0.443568613400215,0.43031171623074166,13.910821646859095
